This is a log of size: 100
 42.029399	-11.575120	 7.557647	 50.000838	-46.769186	 19.654677	 9.816946	 0.000000
 55.954486	-42.177039	 10.683630	 0.000000	-59.024168	 18.684468	 4.783837	 0.000000
 56.525036	-43.941422	 11.002077	 50.000838	-62.242389	 22.681350	 2.010481	 0.000000
 56.525036	-43.941422	 11.002077	 1263236267436124699961159087254667264.000000	-61.217708	 27.640773	 0.862989	 0.000000
 55.214520	-43.792590	 14.528533	 50.000838	-62.859367	 21.877208	 0.333273	 0.000000
 52.498468	-43.303794	 22.145865	 0.000000	-62.001568	 18.986233	 0.137132	 0.000000
 49.173798	-42.767023	 32.411853	 50.000838	-65.935592	 20.205698	 0.054090	 0.000000
 44.457078	-42.132725	 49.254919	 1263236267436124699961159087254667264.000000	-64.694480	 23.877468	 0.024221	 0.000000
 33.436245	-40.947950	 90.000000	 50.000838	-68.511108	 25.232003	 0.011314	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-71.059418	 26.587783	 0.005752	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-76.476510	 27.518173	 0.002221	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-80.640288	 28.972604	 0.000953	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-79.094726	 24.419321	 0.000455	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-74.993864	 17.440077	 0.000208	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-76.411930	 17.908211	 0.000080	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-76.935152	 23.655258	 0.000029	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-77.195731	 26.619893	 0.000011	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-82.094398	 22.150649	 0.000004	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-81.642099	 17.747143	 0.000002	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-76.405568	 20.737964	 0.000001	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-70.645686	 21.530402	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-66.456754	 23.089825	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-74.049480	 26.875307	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-75.151457	 29.404298	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-69.547139	 28.030299	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-66.786620	 23.436355	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-64.214129	 19.166083	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-65.684053	 18.603922	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-69.989689	 22.149764	 0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-77.162102	 26.567084	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-79.795974	 24.427351	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-76.668045	 25.357418	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-72.973450	 27.158659	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-67.967804	 25.728861	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-70.659278	 25.027471	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-70.141272	 27.233783	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-66.114419	 28.547551	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-72.952963	 27.237684	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-69.072330	 25.847584	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-69.345828	 27.982798	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-75.598726	 30.038044	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-79.259955	 30.019340	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-83.044289	 30.339520	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-85.751933	 24.168540	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-87.131834	 21.536946	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-82.366754	 20.996882	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-78.169309	 19.959752	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-81.423463	 20.415206	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-74.785066	 16.806554	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-70.433343	 17.735832	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-71.768021	 17.697232	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-74.964816	 17.126456	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-81.669764	 22.632263	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-81.633285	 20.010604	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-78.129968	 22.657735	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-73.126473	 22.120199	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-66.373042	 22.555439	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-70.657485	 24.201122	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-73.204924	 21.322487	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-69.500749	 19.590000	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-70.841894	 19.232717	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-77.238655	 24.668661	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 1263236267436124699961159087254667264.000000	-77.416878	 27.844149	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 50.000838	-77.434414	 26.558885	-0.000000	 0.000000
 33.436240	-40.947955	 90.000000	 0.000000	-75.295198	 20.815256	-0.000000	 0.000000
